episode,avg_return,success_proxy,delay_proxy,energy_proxy,edges,KL,m,rho_bar,deltaE_size,rejects,loss_pi,loss_v_mse,loss_v_rmse,value_clip_frac,ret_mean,ret_std,lr
157,-1.084290,0.071525,0.255623,0.986173,297,0.199925,10,1.000000,271,2138,0.024658,4.178494,2.073953,0.640625,-41.394939,9.204370,0.000100
158,-1.066330,0.085369,0.274301,0.986684,297,0.158282,10,1.000000,185,2276,0.131157,3.618023,1.905148,0.562500,-41.452023,9.607916,0.000100
159,-1.111828,0.057158,0.256128,0.984731,295,0.179558,10,1.000000,193,2261,0.060371,3.677085,1.950662,0.289062,-41.927834,8.531515,0.000100
160,-1.062229,0.077764,0.229876,0.990190,299,0.131166,10,1.000000,265,2153,0.040695,3.807661,1.997854,0.296875,-41.665260,9.079955,0.000100
161,-1.159690,0.061151,0.233468,0.984492,295,0.079102,10,1.000000,206,2250,0.017272,4.013533,2.070922,0.257812,-42.723080,8.007039,0.000100
162,-1.087472,0.058214,0.270355,0.984889,296,0.128725,10,1.000000,228,2221,0.030020,3.906421,2.012964,0.367188,-43.269951,9.173089,0.000100
163,-1.039277,0.073361,0.257140,0.982825,294,0.291719,10,1.000000,238,2189,0.045240,3.376889,1.879860,0.179688,-43.257050,10.078832,0.000100
164,-1.054583,0.071218,0.252379,0.990737,293,0.122547,10,1.000000,252,2184,-0.040510,3.437006,1.894181,0.164062,-44.060822,9.646150,0.000100
165,-1.095158,0.059422,0.255730,0.988441,293,0.165794,10,1.000000,220,2210,0.057823,3.404181,1.877244,0.179688,-44.718628,9.316369,0.000100
166,-1.193386,0.035659,0.299872,0.987664,290,0.118019,10,1.000000,231,2208,0.045194,3.738649,1.952727,0.304688,-45.948597,8.916737,0.000100
167,-1.114393,0.067154,0.253234,0.984964,293,0.154364,10,1.000000,267,2148,0.078867,3.357157,1.857448,0.070312,-45.681236,9.279668,0.000100
168,-1.080748,0.068339,0.248937,0.984584,295,0.176788,10,1.000000,256,2176,0.071565,3.467338,1.906279,0.101562,-46.114391,9.572174,0.000100
169,-1.189934,0.045895,0.269982,0.987667,298,0.161065,10,1.000000,295,2111,0.113612,3.486151,1.902454,0.140625,-47.558521,8.853985,0.000100
170,-1.094009,0.060846,0.247015,0.984974,297,0.195348,10,1.000000,242,2189,0.109770,3.243589,1.840806,0.085938,-47.585564,9.685104,0.000100
171,-1.086255,0.072298,0.255097,0.990694,298,0.236221,10,1.000000,188,2276,0.060633,3.053557,1.778399,0.101562,-47.789101,10.219634,0.000100
172,-1.085501,0.076193,0.230179,0.987074,296,0.196101,10,1.000000,240,2203,0.241736,2.730767,1.652571,0.007812,-48.277397,9.632827,0.000100
173,-1.005026,0.108954,0.213221,0.981232,297,0.117030,10,1.000000,267,2162,0.001017,2.649534,1.680049,0.062500,-47.850796,10.336091,0.000100
