episode,avg_return,success_proxy,delay_proxy,energy_proxy,edges,KL,m,rho_bar,deltaE_size,rejects,loss_pi,loss_v_mse,loss_v_rmse,value_clip_frac,ret_mean,ret_std,lr
134,-4.167415,0.165280,0.951390,0.714042,100,0.048074,10,1.000000,242,2285,0.003426,0.713138,0.878143,0.066406,-204.427155,86.706238,0.000100
135,-4.072357,0.126739,0.982648,0.763044,99,0.036887,10,1.000000,247,2294,0.040171,0.304743,0.552445,0.007812,-194.661102,76.417343,0.000103
136,-3.807941,0.142970,0.956510,0.748096,99,0.041604,10,1.000000,224,2322,0.037837,1.446776,1.233677,0.082031,-204.400375,73.740707,0.000106
137,-3.844017,0.176032,0.959788,0.768821,100,0.037553,10,1.000000,228,2308,0.029674,0.750404,0.881494,0.046875,-241.663055,72.382767,0.000109
138,-3.975160,0.165864,0.962735,0.783979,99,0.048418,10,1.000000,217,2321,0.012505,0.660292,0.829809,0.039062,-231.133057,74.067238,0.000100
139,-3.788750,0.168409,0.964536,0.782049,99,0.048351,10,1.000000,215,2328,0.029735,0.543244,0.771194,0.039062,-228.454468,65.059174,0.000100
140,-4.317677,0.157024,0.985126,0.765552,100,0.049094,10,1.000000,216,2325,0.017223,0.885083,0.980799,0.078125,-233.703903,79.456665,0.000100
141,-4.039952,0.139084,0.939728,0.765490,100,0.043194,10,1.000000,212,2332,0.043946,0.551078,0.763993,0.035156,-213.196259,67.630737,0.000103
142,-3.665930,0.159493,0.963273,0.743711,99,0.038393,10,1.000000,212,2323,0.030424,0.552560,0.761826,0.027376,-228.560638,65.718140,0.000106
143,-3.438500,0.154897,0.945888,0.750286,99,0.041212,10,1.000000,227,2325,0.043077,0.400337,0.649876,0.035156,-219.829315,58.019871,0.000109
144,-3.469115,0.169867,0.954993,0.740400,99,0.045028,10,1.000000,216,2320,0.037339,0.466152,0.714241,0.034834,-218.902100,63.322498,0.000100
145,-3.695802,0.167142,0.954167,0.798751,99,0.038409,10,1.000000,222,2322,0.037119,0.461110,0.690343,0.035156,-221.616013,64.779503,0.000103
146,-3.792338,0.157334,0.967514,0.794705,99,0.041142,10,1.000000,213,2328,0.038863,0.494027,0.714920,0.031250,-223.329254,70.796249,0.000106
147,-3.943127,0.179384,0.961187,0.758181,99,0.046063,10,1.000000,203,2339,0.013765,0.652604,0.820016,0.046875,-225.631317,78.894043,0.000100
148,-3.856487,0.169951,0.962945,0.753156,99,0.032492,10,1.000000,223,2317,0.028494,0.593549,0.775833,0.031250,-217.014816,75.813065,0.000103
149,-4.316129,0.135722,0.947499,0.759818,100,0.039181,10,1.000000,227,2309,0.016681,0.759518,0.877457,0.031250,-239.744415,79.282211,0.000106
150,-4.078213,0.144051,0.960808,0.751757,99,0.037626,10,1.000000,225,2315,0.023777,0.647579,0.811187,0.027344,-205.249222,78.387604,0.000109
151,-3.931353,0.164877,0.979328,0.730364,99,0.033696,10,1.000000,223,2317,0.010657,0.434199,0.664636,0.035156,-191.238983,72.477081,0.000113
152,-4.029485,0.148145,0.964733,0.771410,100,0.034360,10,1.000000,238,2291,0.041730,0.431152,0.661458,0.023456,-200.630234,71.138718,0.000116
